id,text,is_quote_status,favorite_count,retweet_count,is_transatable,lang,view_count,replies,reply_count,state,possibly_sensitive,created_at,quote_count,favorited,user
1761926574541033907,"The last time food was delivered into Northern Gaza was Jan 23. Read that again. 

Israel is starving Gaza. https://t.co/RRJxotrkqi",False,15648,12638,False,en,280801,,95,EnabledWithCount,False,Mon Feb 26 01:30:05 +0000 2024,67,False,"<User id=""950539834464010240"">"
1762030238022709251,"A US soldier named Aaron Bushnell went to the Israeli embassy in Washington, stood outside, and set himself on fire in protest against the holocaust in Gaza. He was yelling ""free Palestine"" several times until his last breath. https://t.co/UnAsjma2jH",False,333,112,False,en,7398,,26,EnabledWithCount,False,Mon Feb 26 08:22:00 +0000 2024,8,False,"<User id=""1155845777039810560"">"
1761979317779824767,"Why did he do it?

Four major news outlets have almost the exact same headline for the self-immolation of 25-year old Aaron Bushnell. Not one of them mentions the words “Gaza” or “genocide,” the reason for Aaron’s protest, or the word “Palestine,” his last words spoken. https://t.co/MdRCFsptzD",False,10715,4717,False,en,336357,,162,EnabledWithCount,False,Mon Feb 26 04:59:40 +0000 2024,192,False,"<User id=""1094276372044800000"">"
1761901630494998886,"More than 2,000 people formed a giant Palestinian flag with their bodies in Spain🔥

'Gaza holds on, the world rises,' shouted the crowd! https://t.co/QXlxzqH9po",False,63384,19950,False,en,891847,,455,EnabledWithCount,False,Sun Feb 25 23:50:57 +0000 2024,222,False,"<User id=""848279118"">"
1761966422333247759,"The only reason we know Aaron Bushnell's name is because he streamed what he did. The story of the last person who self-immolated over Gaza was just buried. What a world, where the genocide happens, where self-immolations happen and where they're covered up.",False,12549,4403,False,en,205331,,111,EnabledWithCount,,Mon Feb 26 04:08:25 +0000 2024,35,False,"<User id=""15859912"">"
1761878671332348405,"Not just the headline, this entire New York Times article on the man who just self immolated does mentioned his comments that he can no longer be complicit in genocide. Not once. It does not mention any direct connection between his action and Israel’s genocide in Gaza. https://t.co/lUYYckD6VN",False,23259,7337,False,en,754057,,269,EnabledWithCount,False,Sun Feb 25 22:19:44 +0000 2024,219,False,"<User id=""1090715513586679813"">"
1762031897528377447,"Heartbreaking! A Palestinian in north Gaza consumes cactus as he said they run out of other plants. 

Cactus in Arabic means patience. https://t.co/LiioPEJy2N",False,19,17,False,en,448,,2,EnabledWithCount,False,Mon Feb 26 08:28:35 +0000 2024,2,False,"<User id=""1006484696442789888"">"
1761997816191218061,"US Airforce service man, Aaron Bushnell, sets himself on fire in protest against the ongoing genocide by Israel in Gaza. His last words; Free Palestine.  

💔💔💔

 https://t.co/f9zVtBOde4",False,715,390,False,en,73130,,112,EnabledWithCount,False,Mon Feb 26 06:13:10 +0000 2024,32,False,"<User id=""454904118"">"
1761948809158967562,An active duty USAF soldier lighting himself on fire outside the Israeli embassy in explicit protest &amp; mention of the genocide in Gaza seems pretty breaking news / push notification worthy and yet—,False,3638,1027,False,en,106886,,33,EnabledWithCount,,Mon Feb 26 02:58:26 +0000 2024,16,False,"<User id=""24854898"">"
1761879988985291093,"There’s a US-backed Israeli genocide in Gaza
There’s a US-backed Israeli genocide in Gaza
There’s a US-backed Israeli genocide in Gaza
There’s a US-backed Israeli genocide in Gaza
There’s a US-backed Israeli genocide in Gaza
There’s a US-backed Israeli genocide in Gaza",False,5568,2293,False,en,71575,,206,EnabledWithCount,,Sun Feb 25 22:24:58 +0000 2024,28,False,"<User id=""966050884886155264"">"
